Date,Close,MA_20,MA_50,MA_100
2023-05-08 00:00:00-04:00,171.7899932861328,,,
2023-05-09 00:00:00-04:00,169.14999389648438,,,
2023-05-10 00:00:00-04:00,168.5399932861328,,,
2023-05-11 00:00:00-04:00,172.0800018310547,,,
2023-05-12 00:00:00-04:00,167.97999572753906,,,
2023-05-15 00:00:00-04:00,166.35000610351562,,,
2023-05-16 00:00:00-04:00,166.52000427246094,,,
2023-05-17 00:00:00-04:00,173.86000061035156,,,
2023-05-18 00:00:00-04:00,176.88999938964844,,,
2023-05-19 00:00:00-04:00,180.13999938964844,,,
2023-05-22 00:00:00-04:00,188.8699951171875,,,
2023-05-23 00:00:00-04:00,185.77000427246094,,,
2023-05-24 00:00:00-04:00,182.89999389648438,,,
2023-05-25 00:00:00-04:00,184.47000122070312,,,
2023-05-26 00:00:00-04:00,193.1699981689453,,,
2023-05-30 00:00:00-04:00,201.16000366210938,,,
2023-05-31 00:00:00-04:00,203.92999267578125,,,
2023-06-01 00:00:00-04:00,207.52000427246094,,,
2023-06-02 00:00:00-04:00,213.97000122070312,,,
2023-06-05 00:00:00-04:00,217.61000061035156,184.6334991455078,,
2023-06-06 00:00:00-04:00,221.30999755859375,187.10949935913087,,
2023-06-07 00:00:00-04:00,224.57000732421875,189.88050003051757,,
2023-06-08 00:00:00-04:00,234.86000061035156,193.1965003967285,,
2023-06-09 00:00:00-04:00,244.39999389648438,196.8125,,
2023-06-12 00:00:00-04:00,249.8300018310547,200.90500030517578,,
2023-06-13 00:00:00-04:00,258.7099914550781,205.52299957275392,,
2023-06-14 00:00:00-04:00,256.7900085449219,210.03649978637696,,
2023-06-15 00:00:00-04:00,255.89999389648438,214.13849945068358,,
2023-06-16 00:00:00-04:00,260.5400085449219,218.32099990844728,,
2023-06-20 00:00:00-04:00,274.45001220703125,223.0365005493164,,
2023-06-21 00:00:00-04:00,259.4599914550781,226.56600036621094,,
2023-06-22 00:00:00-04:00,264.6099853515625,230.50799942016602,,
2023-06-23 00:00:00-04:00,256.6000061035156,234.19300003051757,,
2023-06-26 00:00:00-04:00,241.0500030517578,237.02200012207032,,
2023-06-27 00:00:00-04:00,250.2100067138672,239.8740005493164,,
2023-06-28 00:00:00-04:00,256.239990234375,242.62799987792968,,
2023-06-29 00:00:00-04:00,257.5,245.30650024414064,,
2023-06-30 00:00:00-04:00,261.7699890136719,248.01899948120118,,
2023-07-03 00:00:00-04:00,279.82000732421875,251.31149978637694,,
2023-07-05 00:00:00-04:00,282.4800109863281,254.55500030517578,,
2023-07-06 00:00:00-04:00,276.5400085449219,257.3165008544922,,
2023-07-07 00:00:00-04:00,274.42999267578125,259.8095001220703,,
2023-07-10 00:00:00-04:00,269.6099853515625,261.54699935913084,,
2023-07-11 00:00:00-04:00,269.7900085449219,262.8165000915527,,
2023-07-12 00:00:00-04:00,271.989990234375,263.92449951171875,,
2023-07-13 00:00:00-04:00,277.8999938964844,264.8839996337891,,
2023-07-14 00:00:00-04:00,281.3800048828125,266.1134994506836,,
